Record_ID,Income,Education_Level,Major,Years_of_Experience,Gender,Industry,Year,CPI,GDP
79,98976,Master's Degree,Economics,14,1,Public,2019,253.38844804186493,0.0336223570792996
79,99976,Master's Degree,Economics,15,1,Public,2020,262.73642928568705,0.0305032676733412
79,100976,Master's Degree,Economics,16,1,Public,2021,269.49539686840825,0.0221375384618948
80,84611,Master's Degree,Accounting,20,1,Public,2018,259.04706076957433,0.0361198509955031
80,85611,Master's Degree,Accounting,21,1,Public,2019,253.38844804186493,0.0208682506570963
80,86611,Master's Degree,Accounting,22,1,Public,2020,262.73642928568705,0.0390280668441331
80,87611,Master's Degree,Accounting,23,1,Public,2021,269.49539686840825,0.0363837771885358
81,141153,Master's Degree,Accounting,25,0,Public,2018,259.04706076957433,0.0380004624679602
81,142153,Master's Degree,Accounting,26,0,Public,2019,253.38844804186493,0.0247374111794896
81,143153,Master's Degree,Accounting,27,0,Public,2020,262.73642928568705,0.0254961207109627
81,144153,Master's Degree,Accounting,28,0,Public,2021,269.49539686840825,0.0284747650729752
82,106481,Master's Degree,Accounting,1,0,Public,2018,259.04706076957433,0.0230596760165712
82,107481,Master's Degree,Accounting,2,0,Public,2019,253.38844804186493,0.037385192493021
82,108481,Master's Degree,Accounting,3,0,Public,2020,262.73642928568705,0.0307071620368532
82,109481,Master's Degree,Accounting,4,0,Public,2021,269.49539686840825,0.0262454357209759
83,128696,PhD,Finance,14,1,Non-Profit,2018,259.04706076957433,0.021169092282171
83,129696,PhD,Finance,15,1,Non-Profit,2019,253.38844804186493,0.0254908050800025
83,130696,PhD,Finance,16,1,Non-Profit,2020,262.73642928568705,0.0335168249017475
83,131696,PhD,Finance,17,1,Non-Profit,2021,269.49539686840825,0.0289158182915445
84,83371,Bachelor's Degree,Accounting,14,0,Non-Profit,2018,259.04706076957433,0.0344867763425748
84,84371,Bachelor's Degree,Accounting,15,0,Non-Profit,2019,253.38844804186493,0.0254832133311961
84,85371,Bachelor's Degree,Accounting,16,0,Non-Profit,2020,262.73642928568705,0.0217131649919286
84,86371,Bachelor's Degree,Accounting,17,0,Non-Profit,2021,269.49539686840825,0.0238373464943748
85,140240,Bachelor's Degree,Finance,28,0,Public,2018,259.04706076957433,0.0360071301564472
85,141240,Bachelor's Degree,Finance,29,0,Public,2019,253.38844804186493,0.0308002382920902
85,142240,Bachelor's Degree,Finance,30,0,Public,2020,262.73642928568705,0.0330175473809438
85,143240,Bachelor's Degree,Finance,31,0,Public,2021,269.49539686840825,0.0264866750623075
86,65201,PhD,Economics,6,1,Public,2018,259.04706076957433,0.0346130102047849
86,66201,PhD,Economics,7,1,Public,2019,253.38844804186493,0.0212028468520157
86,67201,PhD,Economics,8,1,Public,2020,262.73642928568705,0.0391525056901076
86,68201,PhD,Economics,9,1,Public,2021,269.49539686840825,0.0338000978164133
87,125619,Bachelor's Degree,Finance,17,1,Public,2018,259.04706076957433,0.039624727486886
87,126619,Bachelor's Degree,Finance,18,1,Public,2019,253.38844804186493,0.0276505256048801
87,127619,Bachelor's Degree,Finance,19,1,Public,2020,262.73642928568705,0.0394832925725603
87,128619,Bachelor's Degree,Finance,20,1,Public,2021,269.49539686840825,0.0347436045001448
88,59395,Bachelor's Degree,Accounting,6,0,Public,2018,259.04706076957433,0.0357580397658452
88,60395,Bachelor's Degree,Accounting,7,0,Public,2019,253.38844804186493,0.0321697282531958
88,61395,Bachelor's Degree,Accounting,8,0,Public,2020,262.73642928568705,0.0231860804123796
88,62395,Bachelor's Degree,Accounting,9,0,Public,2021,269.49539686840825,0.0223529805694711
89,102585,PhD,Economics,27,1,Private,2018,259.04706076957433,0.0301944849350339
89,103585,PhD,Economics,28,1,Private,2019,253.38844804186493,0.0255940707694295
89,104585,PhD,Economics,29,1,Private,2020,262.73642928568705,0.0374667332344769
89,105585,PhD,Economics,30,1,Private,2021,269.49539686840825,0.0357255191351418
90,113929,PhD,Economics,12,1,Private,2018,259.04706076957433,0.0223273279577095
90,114929,PhD,Economics,13,1,Private,2019,253.38844804186493,0.0276124658695316
90,115929,PhD,Economics,14,1,Private,2020,262.73642928568705,0.037361133802149
90,116929,PhD,Economics,15,1,Private,2021,269.49539686840825,0.0358006087261412
91,66226,Master's Degree,Accounting,2,0,Non-Profit,2018,259.04706076957433,0.0244722886899262
91,67226,Master's Degree,Accounting,3,0,Non-Profit,2019,253.38844804186493,0.0314608285786169
91,68226,Master's Degree,Accounting,4,0,Non-Profit,2020,262.73642928568705,0.0315032670099325
91,69226,Master's Degree,Accounting,5,0,Non-Profit,2021,269.49539686840825,0.0262745538238819
92,93055,PhD,Economics,22,1,Private,2018,259.04706076957433,0.0263506289575347
92,94055,PhD,Economics,23,1,Private,2019,253.38844804186493,0.0365040153483113
92,95055,PhD,Economics,24,1,Private,2020,262.73642928568705,0.0224352382225054
92,96055,PhD,Economics,25,1,Private,2021,269.49539686840825,0.030122151096935
93,93613,PhD,Accounting,20,0,Private,2018,259.04706076957433,0.0221132936852348
93,94613,PhD,Accounting,21,0,Private,2019,253.38844804186493,0.0243207636501919
93,95613,PhD,Accounting,22,0,Private,2020,262.73642928568705,0.033004021847963
93,96613,PhD,Accounting,23,0,Private,2021,269.49539686840825,0.0212269925422133
94,106677,PhD,Economics,11,0,Public,2018,259.04706076957433,0.0323899550281517
94,107677,PhD,Economics,12,0,Public,2019,253.38844804186493,0.0286067435501784
94,108677,PhD,Economics,13,0,Public,2020,262.73642928568705,0.0214925962867416
94,109677,PhD,Economics,14,0,Public,2021,269.49539686840825,0.0253077481837638
95,68312,PhD,Accounting,5,1,Non-Profit,2018,259.04706076957433,0.0261250724157322
95,69312,PhD,Accounting,6,1,Non-Profit,2019,253.38844804186493,0.030540829278233
95,70312,PhD,Accounting,7,1,Non-Profit,2020,262.73642928568705,0.0226142075348039
95,71312,PhD,Accounting,8,1,Non-Profit,2021,269.49539686840825,0.0289956929764264
96,88715,Bachelor's Degree,Finance,22,0,Non-Profit,2018,259.04706076957433,0.034672287611228
96,89715,Bachelor's Degree,Finance,23,0,Non-Profit,2019,253.38844804186493,0.0202206252885729
96,90715,Bachelor's Degree,Finance,24,0,Non-Profit,2020,262.73642928568705,0.0296268830327064
96,91715,Bachelor's Degree,Finance,25,0,Non-Profit,2021,269.49539686840825,0.0251962641749006
97,50542,Master's Degree,Finance,5,1,Public,2018,259.04706076957433,0.0202424154928778
97,51542,Master's Degree,Finance,6,1,Public,2019,253.38844804186493,0.039517475098201
97,52542,Master's Degree,Finance,7,1,Public,2020,262.73642928568705,0.0391915328864206
97,53542,Master's Degree,Finance,8,1,Public,2021,269.49539686840825,0.02219472397355
98,95300,PhD,Finance,26,1,Private,2018,259.04706076957433,0.0372932078428083
98,96300,PhD,Finance,27,1,Private,2019,253.38844804186493,0.0330342129582193
98,97300,PhD,Finance,28,1,Private,2020,262.73642928568705,0.0322816262236947
98,98300,PhD,Finance,29,1,Private,2021,269.49539686840825,0.0278478744305694
99,87911,Master's Degree,Accounting,17,0,Private,2018,259.04706076957433,0.0388566228282652
99,88911,Master's Degree,Accounting,18,0,Private,2019,253.38844804186493,0.021528337188761
99,89911,Master's Degree,Accounting,19,0,Private,2020,262.73642928568705,0.0386063776967564
99,90911,Master's Degree,Accounting,20,0,Private,2021,269.49539686840825,0.0356234084757383
100,90602,PhD,Finance,22,1,Public,2018,259.04706076957433,0.0322786716952012
100,91602,PhD,Finance,23,1,Public,2019,253.38844804186493,0.030368160438904
100,92602,PhD,Finance,24,1,Public,2020,262.73642928568705,0.0347486753744297
100,93602,PhD,Finance,25,1,Public,2021,269.49539686840825,0.033604555584167
101,89224,Bachelor's Degree,Accounting,13,0,Non-Profit,2018,259.04706076957433,0.0221073506790561
101,90224,Bachelor's Degree,Accounting,14,0,Non-Profit,2019,253.38844804186493,0.0301715857889515
101,91224,Bachelor's Degree,Accounting,15,0,Non-Profit,2020,262.73642928568705,0.0292389387334191
101,92224,Bachelor's Degree,Accounting,16,0,Non-Profit,2021,269.49539686840825,0.0394149991534134
102,108906,PhD,Finance,11,1,Non-Profit,2018,259.04706076957433,0.0309923208743784
102,109906,PhD,Finance,12,1,Non-Profit,2019,253.38844804186493,0.0213742566503653
102,110906,PhD,Finance,13,1,Non-Profit,2020,262.73642928568705,0.0216523532691853
102,111906,PhD,Finance,14,1,Non-Profit,2021,269.49539686840825,0.0379780164801247
103,121360,Bachelor's Degree,Accounting,4,0,Public,2018,259.04706076957433,0.0354926756127557
103,122360,Bachelor's Degree,Accounting,5,0,Public,2019,253.38844804186493,0.0306060426649831
103,123360,Bachelor's Degree,Accounting,6,0,Public,2020,262.73642928568705,0.0393697755518876
103,124360,Bachelor's Degree,Accounting,7,0,Public,2021,269.49539686840825,0.0258564407340192
104,95071,Master's Degree,Economics,16,0,Private,2018,259.04706076957433,0.03312957214663
104,96071,Master's Degree,Economics,17,0,Private,2019,253.38844804186493,0.0267653501198899
104,97071,Master's Degree,Economics,18,0,Private,2020,262.73642928568705,0.024492312236877
104,98071,Master's Degree,Economics,19,0,Private,2021,269.49539686840825,0.0286415376588839
105,137811,Master's Degree,Accounting,20,1,Public,2018,259.04706076957433,0.0239494097971987
105,138811,Master's Degree,Accounting,21,1,Public,2019,253.38844804186493,0.0329162162531041
105,139811,Master's Degree,Accounting,22,1,Public,2020,262.73642928568705,0.0363189387793723
105,140811,Master's Degree,Accounting,23,1,Public,2021,269.49539686840825,0.0369302867738055
106,89044,Bachelor's Degree,Finance,21,0,Public,2018,259.04706076957433,0.0349638381195799
106,90044,Bachelor's Degree,Finance,22,0,Public,2019,253.38844804186493,0.023611891963506
106,91044,Bachelor's Degree,Finance,23,0,Public,2020,262.73642928568705,0.0264011966504196
106,92044,Bachelor's Degree,Finance,24,0,Public,2021,269.49539686840825,0.0253866259660405
107,125028,Bachelor's Degree,Accounting,21,1,Public,2018,259.04706076957433,0.0363557065971389
107,126028,Bachelor's Degree,Accounting,22,1,Public,2019,253.38844804186493,0.0301170538590365
107,127028,Bachelor's Degree,Accounting,23,1,Public,2020,262.73642928568705,0.034656030895325
107,128028,Bachelor's Degree,Accounting,24,1,Public,2021,269.49539686840825,0.0318069538091754
108,98612,PhD,Finance,7,0,Public,2018,259.04706076957433,0.037542768830228
108,99612,PhD,Finance,8,0,Public,2019,253.38844804186493,0.0232169634791549
108,100612,PhD,Finance,9,0,Public,2020,262.73642928568705,0.0362350443373142
108,101612,PhD,Finance,10,0,Public,2021,269.49539686840825,0.0376290155935004
109,118056,PhD,Economics,10,0,Public,2018,259.04706076957433,0.0363023676896073
109,119056,PhD,Economics,11,0,Public,2019,253.38844804186493,0.0337576821975983
109,120056,PhD,Economics,12,0,Public,2020,262.73642928568705,0.0307739133468607
109,121056,PhD,Economics,13,0,Public,2021,269.49539686840825,0.0369609558226154
110,55944,Master's Degree,Economics,2,1,Private,2018,259.04706076957433,0.0335675764571028
110,56944,Master's Degree,Economics,3,1,Private,2019,253.38844804186493,0.0368394074299341
110,57944,Master's Degree,Economics,4,1,Private,2020,262.73642928568705,0.0300410042697689
110,58944,Master's Degree,Economics,5,1,Private,2021,269.49539686840825,0.0277075176609472
111,113364,Master's Degree,Economics,6,1,Non-Profit,2018,259.04706076957433,0.0339123629299361
111,114364,Master's Degree,Economics,7,1,Non-Profit,2019,253.38844804186493,0.0323917867491968
111,115364,Master's Degree,Economics,8,1,Non-Profit,2020,262.73642928568705,0.0358839466255416
111,116364,Master's Degree,Economics,9,1,Non-Profit,2021,269.49539686840825,0.0317640453389678
112,104868,Bachelor's Degree,Economics,16,1,Non-Profit,2018,259.04706076957433,0.0340588688195735
112,105868,Bachelor's Degree,Economics,17,1,Non-Profit,2019,253.38844804186493,0.029731953244875
112,106868,Bachelor's Degree,Economics,18,1,Non-Profit,2020,262.73642928568705,0.0320429128810496
112,107868,Bachelor's Degree,Economics,19,1,Non-Profit,2021,269.49539686840825,0.0264421600845837
113,102815,PhD,Economics,13,1,Non-Profit,2018,259.04706076957433,0.0396393838089229
113,103815,PhD,Economics,14,1,Non-Profit,2019,253.38844804186493,0.0365026133533223
113,104815,PhD,Economics,15,1,Non-Profit,2020,262.73642928568705,0.0274692519228834
113,105815,PhD,Economics,16,1,Non-Profit,2021,269.49539686840825,0.0347101121297507
114,117288,Bachelor's Degree,Economics,27,1,Non-Profit,2018,259.04706076957433,0.0353317704794328
114,118288,Bachelor's Degree,Economics,28,1,Non-Profit,2019,253.38844804186493,0.0259888702098377
114,119288,Bachelor's Degree,Economics,29,1,Non-Profit,2020,262.73642928568705,0.0327510652894045
114,120288,Bachelor's Degree,Economics,30,1,Non-Profit,2021,269.49539686840825,0.0235650493380928
115,104418,PhD,Economics,7,1,Non-Profit,2018,259.04706076957433,0.0317553872172439
115,105418,PhD,Economics,8,1,Non-Profit,2019,253.38844804186493,0.0272447088330457
115,106418,PhD,Economics,9,1,Non-Profit,2020,262.73642928568705,0.0205239341706412
115,107418,PhD,Economics,10,1,Non-Profit,2021,269.49539686840825,0.0366339408735154
116,82284,Bachelor's Degree,Economics,19,0,Private,2018,259.04706076957433,0.0285931362547787
116,83284,Bachelor's Degree,Economics,20,0,Private,2019,253.38844804186493,0.0368386713358361
116,84284,Bachelor's Degree,Economics,21,0,Private,2020,262.73642928568705,0.0360528661959142
116,85284,Bachelor's Degree,Economics,22,0,Private,2021,269.49539686840825,0.0296593774417071
117,114614,Master's Degree,Economics,18,0,Public,2018,259.04706076957433,0.035604261268602
117,115614,Master's Degree,Economics,19,0,Public,2019,253.38844804186493,0.0211456050215524
117,116614,Master's Degree,Economics,20,0,Public,2020,262.73642928568705,0.0226269881628981
117,117614,Master's Degree,Economics,21,0,Public,2021,269.49539686840825,0.0384524611617558
118,124603,Bachelor's Degree,Accounting,10,1,Public,2018,259.04706076957433,0.0252341136747181
118,125603,Bachelor's Degree,Accounting,11,1,Public,2019,253.38844804186493,0.0381250916104207
118,126603,Bachelor's Degree,Accounting,12,1,Public,2020,262.73642928568705,0.0254389945225726
118,127603,Bachelor's Degree,Accounting,13,1,Public,2021,269.49539686840825,0.0289947968490108
119,69347,Bachelor's Degree,Economics,24,0,Private,2018,259.04706076957433,0.0323939888039883
119,70347,Bachelor's Degree,Economics,25,0,Private,2019,253.38844804186493,0.0269184089500338
119,71347,Bachelor's Degree,Economics,26,0,Private,2020,262.73642928568705,0.0354371545236324
119,72347,Bachelor's Degree,Economics,27,0,Private,2021,269.49539686840825,0.0247356861862277
120,116601,PhD,Finance,26,0,Non-Profit,2018,259.04706076957433,0.025203155819241
120,117601,PhD,Finance,27,0,Non-Profit,2019,253.38844804186493,0.0396259418099449
120,118601,PhD,Finance,28,0,Non-Profit,2020,262.73642928568705,0.0330834920294814
120,119601,PhD,Finance,29,0,Non-Profit,2021,269.49539686840825,0.0313066050914321
121,81055,PhD,Finance,12,0,Private,2018,259.04706076957433,0.0222819156977586
121,82055,PhD,Finance,13,0,Private,2019,253.38844804186493,0.0245063385990247
121,83055,PhD,Finance,14,0,Private,2020,262.73642928568705,0.0370123211568227
121,84055,PhD,Finance,15,0,Private,2021,269.49539686840825,0.0304678182274873
122,74481,Bachelor's Degree,Accounting,11,1,Public,2018,259.04706076957433,0.0341567019445953
122,75481,Bachelor's Degree,Accounting,12,1,Public,2019,253.38844804186493,0.0216345069149355
122,76481,Bachelor's Degree,Accounting,13,1,Public,2020,262.73642928568705,0.0296939257426009
122,77481,Bachelor's Degree,Accounting,14,1,Public,2021,269.49539686840825,0.0389139629400056
123,132943,Bachelor's Degree,Economics,16,1,Public,2018,259.04706076957433,0.0349856742539155
123,133943,Bachelor's Degree,Economics,17,1,Public,2019,253.38844804186493,0.0357394026983533
123,134943,Bachelor's Degree,Economics,18,1,Public,2020,262.73642928568705,0.027119467475897
123,135943,Bachelor's Degree,Economics,19,1,Public,2021,269.49539686840825,0.0358797943273601
124,118905,Bachelor's Degree,Finance,4,1,Private,2018,259.04706076957433,0.0303877171900787
124,119905,Bachelor's Degree,Finance,5,1,Private,2019,253.38844804186493,0.0375566015630408
124,120905,Bachelor's Degree,Finance,6,1,Private,2020,262.73642928568705,0.0374115685009201
124,121905,Bachelor's Degree,Finance,7,1,Private,2021,269.49539686840825,0.0290247868836197
125,65263,Master's Degree,Economics,3,0,Private,2018,259.04706076957433,0.0307740359590542
125,66263,Master's Degree,Economics,4,0,Private,2019,253.38844804186493,0.0221094739991326
125,67263,Master's Degree,Economics,5,0,Private,2020,262.73642928568705,0.0364420632120045
125,68263,Master's Degree,Economics,6,0,Private,2021,269.49539686840825,0.0355122370185065
126,119707,PhD,Finance,28,1,Public,2018,259.04706076957433,0.0255288338116679
126,120707,PhD,Finance,29,1,Public,2019,253.38844804186493,0.0328534931534484
126,121707,PhD,Finance,30,1,Public,2020,262.73642928568705,0.0379391586084706
126,122707,PhD,Finance,31,1,Public,2021,269.49539686840825,0.0289520588064043
127,59530,Master's Degree,Economics,13,1,Non-Profit,2018,259.04706076957433,0.0255380897475561
127,60530,Master's Degree,Economics,14,1,Non-Profit,2019,253.38844804186493,0.0228142305609751
127,61530,Master's Degree,Economics,15,1,Non-Profit,2020,262.73642928568705,0.0236844967847605
127,62530,Master's Degree,Economics,16,1,Non-Profit,2021,269.49539686840825,0.0330858510464992
128,117661,PhD,Accounting,22,1,Public,2018,259.04706076957433,0.0223528797631865
128,118661,PhD,Accounting,23,1,Public,2019,253.38844804186493,0.0263933366488108
128,119661,PhD,Accounting,24,1,Public,2020,262.73642928568705,0.0297071796631977
128,120661,PhD,Accounting,25,1,Public,2021,269.49539686840825,0.0345037109605478
129,89170,Master's Degree,Economics,23,0,Public,2018,259.04706076957433,0.0337372199535005
129,90170,Master's Degree,Economics,24,0,Public,2019,253.38844804186493,0.0205872831820478
129,91170,Master's Degree,Economics,25,0,Public,2020,262.73642928568705,0.0241950589536736
129,92170,Master's Degree,Economics,26,0,Public,2021,269.49539686840825,0.0394691477995234
130,59645,Bachelor's Degree,Accounting,19,1,Public,2018,259.04706076957433,0.0397613113330554
130,60645,Bachelor's Degree,Accounting,20,1,Public,2019,253.38844804186493,0.0330333583741285
130,61645,Bachelor's Degree,Accounting,21,1,Public,2020,262.73642928568705,0.0250864396235663
130,62645,Bachelor's Degree,Accounting,22,1,Public,2021,269.49539686840825,0.0375964382790339
131,68556,Master's Degree,Economics,3,1,Private,2018,259.04706076957433,0.0269588282316433
131,69556,Master's Degree,Economics,4,1,Private,2019,253.38844804186493,0.0349765267392661
131,70556,Master's Degree,Economics,5,1,Private,2020,262.73642928568705,0.0324185713495686
131,71556,Master's Degree,Economics,6,1,Private,2021,269.49539686840825,0.0368289510616952
132,115658,PhD,Economics,1,0,Non-Profit,2018,259.04706076957433,0.0335235512415086
132,116658,PhD,Economics,2,0,Non-Profit,2019,253.38844804186493,0.0337265439337219
132,117658,PhD,Economics,3,0,Non-Profit,2020,262.73642928568705,0.0234976287435191
132,118658,PhD,Economics,4,0,Non-Profit,2021,269.49539686840825,0.0245435911404703
133,109278,PhD,Finance,6,0,Non-Profit,2018,259.04706076957433,0.0213701081325395
133,110278,PhD,Finance,7,0,Non-Profit,2019,253.38844804186493,0.028166126855189
133,111278,PhD,Finance,8,0,Non-Profit,2020,262.73642928568705,0.0380721568869359
133,112278,PhD,Finance,9,0,Non-Profit,2021,269.49539686840825,0.036147920606799
134,139954,Bachelor's Degree,Finance,27,0,Public,2018,259.04706076957433,0.0222197893842696
134,140954,Bachelor's Degree,Finance,28,0,Public,2019,253.38844804186493,0.0292071654240385
134,141954,Bachelor's Degree,Finance,29,0,Public,2020,262.73642928568705,0.0309329644037557
134,142954,Bachelor's Degree,Finance,30,0,Public,2021,269.49539686840825,0.0395360065702131
135,77383,Master's Degree,Finance,14,0,Private,2018,259.04706076957433,0.0256007465910097
135,78383,Master's Degree,Finance,15,0,Private,2019,253.38844804186493,0.0258443646092379
135,79383,Master's Degree,Finance,16,0,Private,2020,262.73642928568705,0.0350792380719356
135,80383,Master's Degree,Finance,17,0,Private,2021,269.49539686840825,0.020360131112009
136,79002,PhD,Economics,28,0,Non-Profit,2018,259.04706076957433,0.0256304239682986
136,80002,PhD,Economics,29,0,Non-Profit,2019,253.38844804186493,0.0222516078082387
136,81002,PhD,Economics,30,0,Non-Profit,2020,262.73642928568705,0.0308139695328982
136,82002,PhD,Economics,31,0,Non-Profit,2021,269.49539686840825,0.0248378765651767
137,78240,Bachelor's Degree,Accounting,27,0,Public,2018,259.04706076957433,0.0319761659276698
137,79240,Bachelor's Degree,Accounting,28,0,Public,2019,253.38844804186493,0.037544789143244
137,80240,Bachelor's Degree,Accounting,29,0,Public,2020,262.73642928568705,0.0266081600775154
137,81240,Bachelor's Degree,Accounting,30,0,Public,2021,269.49539686840825,0.0397805671670034
138,103631,PhD,Finance,12,1,Private,2018,259.04706076957433,0.0399087503238261
138,104631,PhD,Finance,13,1,Private,2019,253.38844804186493,0.0304289137808717
138,105631,PhD,Finance,14,1,Private,2020,262.73642928568705,0.0366274702877141
138,106631,PhD,Finance,15,1,Private,2021,269.49539686840825,0.0222986599411913
139,89403,Bachelor's Degree,Accounting,3,0,Private,2018,259.04706076957433,0.0375795780056453
139,90403,Bachelor's Degree,Accounting,4,0,Private,2019,253.38844804186493,0.0303489270351008
139,91403,Bachelor's Degree,Accounting,5,0,Private,2020,262.73642928568705,0.0263389317558223
139,92403,Bachelor's Degree,Accounting,6,0,Private,2021,269.49539686840825,0.0354775931146031
140,75567,Bachelor's Degree,Finance,21,1,Public,2018,259.04706076957433,0.0318339432461265
140,76567,Bachelor's Degree,Finance,22,1,Public,2019,253.38844804186493,0.0247486693674961
140,77567,Bachelor's Degree,Finance,23,1,Public,2020,262.73642928568705,0.0220844960561669
140,78567,Bachelor's Degree,Finance,24,1,Public,2021,269.49539686840825,0.0297533413724252
141,60190,Master's Degree,Economics,9,0,Public,2018,259.04706076957433,0.0326820806275266
141,61190,Master's Degree,Economics,10,0,Public,2019,253.38844804186493,0.0250878316168369
141,62190,Master's Degree,Economics,11,0,Public,2020,262.73642928568705,0.0294498671001302
141,63190,Master's Degree,Economics,12,0,Public,2021,269.49539686840825,0.0228004819510663
142,99604,Master's Degree,Accounting,17,0,Private,2018,259.04706076957433,0.0293948752598136
142,100604,Master's Degree,Accounting,18,0,Private,2019,253.38844804186493,0.0294857684086252
142,101604,Master's Degree,Accounting,19,0,Private,2020,262.73642928568705,0.0307401497670271
142,102604,Master's Degree,Accounting,20,0,Private,2021,269.49539686840825,0.0209899370698733
143,77724,PhD,Accounting,21,0,Public,2018,259.04706076957433,0.0302533545191283
143,78724,PhD,Accounting,22,0,Public,2019,253.38844804186493,0.0386350743886563
143,79724,PhD,Accounting,23,0,Public,2020,262.73642928568705,0.0217418553359154
143,80724,PhD,Accounting,24,0,Public,2021,269.49539686840825,0.022276767869532
144,115648,PhD,Finance,7,0,Non-Profit,2018,259.04706076957433,0.0340451753206332
144,116648,PhD,Finance,8,0,Non-Profit,2019,253.38844804186493,0.0226297823979596
144,117648,PhD,Finance,9,0,Non-Profit,2020,262.73642928568705,0.0278915215119529
144,118648,PhD,Finance,10,0,Non-Profit,2021,269.49539686840825,0.0282204215053109
145,128124,Bachelor's Degree,Accounting,16,1,Private,2018,259.04706076957433,0.0343685845963747
145,129124,Bachelor's Degree,Accounting,17,1,Private,2019,253.38844804186493,0.0344278690221257
145,130124,Bachelor's Degree,Accounting,18,1,Private,2020,262.73642928568705,0.0200420768635176
145,131124,Bachelor's Degree,Accounting,19,1,Private,2021,269.49539686840825,0.036591751137305
146,113569,Bachelor's Degree,Finance,4,1,Public,2018,259.04706076957433,0.0291247301791108
146,114569,Bachelor's Degree,Finance,5,1,Public,2019,253.38844804186493,0.0224205000097038
146,115569,Bachelor's Degree,Finance,6,1,Public,2020,262.73642928568705,0.0350235609561683
146,116569,Bachelor's Degree,Finance,7,1,Public,2021,269.49539686840825,0.021603600281638
147,85636,PhD,Accounting,9,1,Non-Profit,2018,259.04706076957433,0.0377607812872023
147,86636,PhD,Accounting,10,1,Non-Profit,2019,253.38844804186493,0.0300430721992397
147,87636,PhD,Accounting,11,1,Non-Profit,2020,262.73642928568705,0.0223147521335741
147,88636,PhD,Accounting,12,1,Non-Profit,2021,269.49539686840825,0.0234369696265418
148,73373,Master's Degree,Finance,3,1,Private,2018,259.04706076957433,0.0228427424758691
148,74373,Master's Degree,Finance,4,1,Private,2019,253.38844804186493,0.0284406852025527
148,75373,Master's Degree,Finance,5,1,Private,2020,262.73642928568705,0.029720009875952
148,76373,Master's Degree,Finance,6,1,Private,2021,269.49539686840825,0.0208747814461789
149,136982,Bachelor's Degree,Economics,24,0,Private,2018,259.04706076957433,0.0369120872597981
149,137982,Bachelor's Degree,Economics,25,0,Private,2019,253.38844804186493,0.0285986215478029
149,138982,Bachelor's Degree,Economics,26,0,Private,2020,262.73642928568705,0.0255076234851083
149,139982,Bachelor's Degree,Economics,27,0,Private,2021,269.49539686840825,0.0357797031984158
150,107395,Master's Degree,Finance,15,1,Non-Profit,2018,259.04706076957433,0.0219774723528127
150,108395,Master's Degree,Finance,16,1,Non-Profit,2019,253.38844804186493,0.0202461940603215
150,109395,Master's Degree,Finance,17,1,Non-Profit,2020,262.73642928568705,0.0205484061994531
150,110395,Master's Degree,Finance,18,1,Non-Profit,2021,269.49539686840825,0.0305162519774664
151,103332,Master's Degree,Accounting,24,1,Non-Profit,2018,259.04706076957433,0.0389328886798709
151,104332,Master's Degree,Accounting,25,1,Non-Profit,2019,253.38844804186493,0.0303447876342866
151,105332,Master's Degree,Accounting,26,1,Non-Profit,2020,262.73642928568705,0.0201342078060812
151,106332,Master's Degree,Accounting,27,1,Non-Profit,2021,269.49539686840825,0.0358344051852269
152,53767,PhD,Accounting,5,1,Private,2018,259.04706076957433,0.0368344672348935
152,54767,PhD,Accounting,6,1,Private,2019,253.38844804186493,0.0311937688967587
152,55767,PhD,Accounting,7,1,Private,2020,262.73642928568705,0.0233471946627725
152,56767,PhD,Accounting,8,1,Private,2021,269.49539686840825,0.0245697349350954
153,69597,PhD,Finance,22,0,Non-Profit,2018,259.04706076957433,0.0282830044865645
153,70597,PhD,Finance,23,0,Non-Profit,2019,253.38844804186493,0.0262641252214034
153,71597,PhD,Finance,24,0,Non-Profit,2020,262.73642928568705,0.0297570239438481
153,72597,PhD,Finance,25,0,Non-Profit,2021,269.49539686840825,0.0367096047276465
154,73734,Bachelor's Degree,Economics,6,0,Private,2018,259.04706076957433,0.0365341471948297
154,74734,Bachelor's Degree,Economics,7,0,Private,2019,253.38844804186493,0.0257681087563749
154,75734,Bachelor's Degree,Economics,8,0,Private,2020,262.73642928568705,0.0277896378980484
154,76734,Bachelor's Degree,Economics,9,0,Private,2021,269.49539686840825,0.0268077420850901
155,43932,Bachelor's Degree,Accounting,2,0,Private,2018,259.04706076957433,0.0249381485333517
155,44932,Bachelor's Degree,Accounting,3,0,Private,2019,253.38844804186493,0.0271237129423518
155,45932,Bachelor's Degree,Accounting,4,0,Private,2020,262.73642928568705,0.0341802744857406
155,46932,Bachelor's Degree,Accounting,5,0,Private,2021,269.49539686840825,0.0301489273223948
156,116250,PhD,Accounting,1,0,Non-Profit,2018,259.04706076957433,0.0227839340269139
156,117250,PhD,Accounting,2,0,Non-Profit,2019,253.38844804186493,0.0325246864284212
156,118250,PhD,Accounting,3,0,Non-Profit,2020,262.73642928568705,0.0280355760130864
156,119250,PhD,Accounting,4,0,Non-Profit,2021,269.49539686840825,0.0376062952429785
157,124988,Master's Degree,Accounting,7,0,Public,2018,259.04706076957433,0.0207891906578179
157,125988,Master's Degree,Accounting,8,0,Public,2019,253.38844804186493,0.0308604916791532
157,126988,Master's Degree,Accounting,9,0,Public,2020,262.73642928568705,0.0392805769433102
